ticker,weight,weight_pct
MSFT,0.32369135041358116,32.37
AAPL,0.25546464682662784,25.55
GOOGL,0.22711416488108713,22.71
AMZN,0.13724640204840466,13.72
TSLA,0.056483435830299196,5.65
META,9.981310018143089e-24,0.0
NVDA,-2.4487572577863737e-25,-0.0
