ticker,weight
AAPL,0.3682113789820386
AMZN,6.349162803575268e-23
GOOGL,0.22343997281133307
META,-1.678341656665797e-23
MSFT,0.09729904319954467
NVDA,0.2065927961793151
TSLA,0.10445680882776852
