ticker,weight
AAPL,0.2554652859320941
AMZN,0.137245722176982
GOOGL,0.22711339400358888
META,3.6214815283141536e-23
MSFT,0.3236923134086088
NVDA,1.9102693982326714e-23
TSLA,0.05648328447872619
