model,gamma,ann_return,ann_vol,sharpe,max_drawdown
EqualWeight,,0.27138406262699544,0.3044240146136052,0.938982804020898,-0.2805094321697834
Markowitz(best),4.0,0.32578692392087216,0.3015455129330056,1.0840134170366913,-0.29985670750001725
BlackLitterman,4.0,0.2570960769940642,0.24961029645210484,1.0400454502984346,-0.2574997222750923
